The tokenizer class you load from this checkpoint is not the same type as the class this function is called from. It may result in unexpected tokenization. 
The tokenizer class you load from this checkpoint is 'PreTrainedTokenizerFast'. 
The class this function is called from is 'LlamaTokenizerFast'.
You are using the default legacy behaviour of the <class 'transformers.models.llama.tokenization_llama_fast.LlamaTokenizerFast'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565 - if you loaded a llama tokenizer from a GGUF file you can ignore this message.
Token indices sequence length is longer than the specified maximum sequence length for this model (252852 > 2048). Running this sequence through the model will result in indexing errors
Some weights of LlamaForCausalLM were not initialized from the model checkpoint at /home/dongpeiyan/projects/rotation-quant/cache/models/llama-3.2-1b-instruct and are newly initialized: ['lm_head.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/dongpeiyan/miniconda3/envs/rotation-quant-p0/lib/python3.9/site-packages/transformers/modeling_utils.py:4713: FutureWarning: `_is_quantized_training_enabled` is going to be deprecated in transformers 4.39.0. Please use `model.hf_quantizer.is_trainable` instead
  warnings.warn(
Some weights of LlamaForCausalLM were not initialized from the model checkpoint at /home/dongpeiyan/projects/rotation-quant/cache/models/llama-3.2-1b-instruct and are newly initialized: ['lm_head.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s]The attention layers in this model are transitioning from computing the RoPE embeddings internally through `position_ids` (2D tensor with the indexes of the tokens), to using externally computed `position_embeddings` (Tuple of tensors, containing cos and sin). In v4.46 `position_ids` will be removed and `position_embeddings` will be mandatory.
(Eval) Layers:   6%|▋         | 1/16 [00:00<00:03,  4.46it/s](Eval) Layers:  19%|█▉        | 3/16 [00:00<00:01,  7.97it/s](Eval) Layers:  31%|███▏      | 5/16 [00:00<00:01,  9.88it/s](Eval) Layers:  44%|████▍     | 7/16 [00:00<00:00, 10.96it/s](Eval) Layers:  56%|█████▋    | 9/16 [00:00<00:00, 11.33it/s](Eval) Layers:  69%|██████▉   | 11/16 [00:01<00:00, 11.23it/s](Eval) Layers:  81%|████████▏ | 13/16 [00:01<00:00, 11.29it/s](Eval) Layers:  94%|█████████▍| 15/16 [00:01<00:00, 11.07it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 10.41it/s]
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668833.1956599, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2048}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668833.937406, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2176}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668834.676887, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2304}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668835.417137, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2432}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668836.1595316, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2560}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668836.9000876, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2688}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668837.6443107, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2816}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668838.3839066, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2944}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668839.1218314, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3072}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668839.86737, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3200}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668840.613358, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3328}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668841.360333, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3456}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668842.100938, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3584}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668842.8433752, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3712}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668843.590569, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3840}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668844.330422, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 3968}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668845.0706854, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4096}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668845.8089623, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4224}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668846.5581555, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4352}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668847.301828, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4480}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668848.0388947, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4608}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668848.7787085, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4736}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668849.5194073, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4864}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668850.2605615, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 4992}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668851.000799, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5120}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668851.7454884, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5248}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668852.4931884, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5376}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668853.2342482, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5504}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668853.9735842, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5632}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668854.7114522, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5760}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668855.4526625, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 5888}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668856.2026076, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6016}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668856.9526856, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6144}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668857.702088, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6272}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668858.4527595, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6400}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668859.2036815, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6528}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668859.9566956, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6656}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668860.710512, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6784}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668861.4611146, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 6912}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668862.2126637, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7040}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668862.9661043, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7168}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668863.7165437, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7296}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668864.457083, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7424}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668865.1655788, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7552}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668865.8652349, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7680}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668866.5691774, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7808}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668867.2811177, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 7936}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668868.0253832, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 8064}
{"stage": "sequential-round-coordinate", "pid": 1398552, "time": 1789668868.8235753, "cuda_visible_devices": "3", "allocated_gib": 4.7712721824646, "reserved_gib": 7.484375, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 8192}
{"stage": "sequential-round-train-nll", "pid": 1398552, "time": 1789668868.8762121, "cuda_visible_devices": "3", "allocated_gib": 2.8024439811706543, "reserved_gib": 2.837890625, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 512}
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:   6%|▋         | 1/16 [00:00<00:01,  9.59it/s](Eval) Layers:  19%|█▉        | 3/16 [00:00<00:00, 13.27it/s](Eval) Layers:  31%|███▏      | 5/16 [00:00<00:00, 14.06it/s](Eval) Layers:  44%|████▍     | 7/16 [00:00<00:00, 14.03it/s](Eval) Layers:  56%|█████▋    | 9/16 [00:00<00:00, 13.99it/s](Eval) Layers:  69%|██████▉   | 11/16 [00:00<00:00, 14.17it/s](Eval) Layers:  81%|████████▏ | 13/16 [00:00<00:00, 13.91it/s](Eval) Layers:  94%|█████████▍| 15/16 [00:01<00:00, 14.12it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 13.85it/s]
{"stage": "sequential-round-train-nll", "pid": 1398552, "time": 1789668871.1949968, "cuda_visible_devices": "3", "allocated_gib": 0.560706615447998, "reserved_gib": 2.158203125, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 2048}
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:  12%|█▎        | 2/16 [00:00<00:01, 10.96it/s](Eval) Layers:  25%|██▌       | 4/16 [00:00<00:01, 11.42it/s](Eval) Layers:  38%|███▊      | 6/16 [00:00<00:00, 11.40it/s](Eval) Layers:  50%|█████     | 8/16 [00:00<00:00, 11.60it/s](Eval) Layers:  62%|██████▎   | 10/16 [00:00<00:00, 11.64it/s](Eval) Layers:  75%|███████▌  | 12/16 [00:01<00:00, 11.83it/s](Eval) Layers:  88%|████████▊ | 14/16 [00:01<00:00, 11.82it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 12.12it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 11.79it/s]
{"stage": "sequential-round-train-nll", "pid": 1398552, "time": 1789668873.717133, "cuda_visible_devices": "3", "allocated_gib": 0.6232218742370605, "reserved_gib": 2.232421875, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "step": 8192}
Evaluation segment 1/1: start=0, windows=8, seqlen=2048
(Eval) Layers:   0%|          | 0/16 [00:00<?, ?it/s](Eval) Layers:   6%|▋         | 1/16 [00:00<00:01,  9.25it/s](Eval) Layers:  12%|█▎        | 2/16 [00:00<00:01,  9.10it/s](Eval) Layers:  25%|██▌       | 4/16 [00:00<00:01, 10.33it/s](Eval) Layers:  38%|███▊      | 6/16 [00:00<00:00, 10.24it/s](Eval) Layers:  50%|█████     | 8/16 [00:00<00:00, 10.55it/s](Eval) Layers:  62%|██████▎   | 10/16 [00:00<00:00, 10.71it/s](Eval) Layers:  75%|███████▌  | 12/16 [00:01<00:00, 10.83it/s](Eval) Layers:  88%|████████▊ | 14/16 [00:01<00:00, 10.62it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 10.51it/s](Eval) Layers: 100%|██████████| 16/16 [00:01<00:00, 10.46it/s]
{"stage": "sequential-module-completed", "pid": 1398552, "time": 1789668876.5635958, "cuda_visible_devices": "3", "allocated_gib": 0.685737133026123, "reserved_gib": 2.310546875, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.0.mlp.down_proj", "completed": 1, "total": 16, "selected_train_nll": 6.399005847232703, "elapsed_seconds": 56.984536572010256}
{"stage": "sequential-round-fit", "pid": 1398552, "time": 1789668877.7617774, "cuda_visible_devices": "3", "allocated_gib": 2.989989757537842, "reserved_gib": 3.30078125, "peak_allocated_gib": 7.2712016105651855, "gpu_time_budget": null, "module": "model.layers.1.mlp.down_proj", "fit_rows": 49152, "heldout_rows": 16384}
